#chrom	chromStart	chromEnd	name	strand	geneName
chr1	165892651	165908100	ENST00000462329.5	+	UCK2
chr1	165894165	165907790	ENST00000464197.5	+	UCK2
chr1	165895569	165908074	ENST00000469256.6	+	UCK2
chr1	165895584	165907871	ENST00000470820.1	+	UCK2
chr1	165895878	165900683	ENST00000455257.2	-	AL358115.1
chr1	165897978	165908109	ENST00000463772.5	+	UCK2
chr1	165902594	165911618	ENST00000479872.5	+	UCK2
chr1	165903992	165907948	ENST00000475333.2	+	UCK2
chr1	165907920	165907976	ENST00000636291.1	+	MIR3658
chr1	165941234	165941769	ENST00000605867.1	-	AL606495.1
chr1	166022214	166023027	ENST00000422100.1	+	RPS3AP10
chr1	166042243	166042350	ENST00000384611.1	+	RNA5SP64
chr1	166057425	166166225	ENST00000435676.2	-	FAM78B
chr1	166059688	166166381	ENST00000456900.1	-	FAM78B
chr1	166059900	166166234	ENST00000441649.1	-	FAM78B
chr1	166069298	166167001	ENST00000354422.4	-	FAM78B
chr1	166070019	166166969	ENST00000338353.3	-	FAM78B
chr1	166081182	166087483	ENST00000366136.2	+	FAM78B-AS1
chr1	166147781	166165095	ENST00000451784.1	-	AL596087.3
chr1	166154742	166154798	ENST00000401133.1	-	MIR921
chr1	166165910	166339090	ENST00000653824.1	+	AL596087.2
chr1	166275628	166277597	ENST00000400979.2	-	AL596087.1
chr1	166334883	166335762	ENST00000425271.1	+	AL596087.2
chr1	166387726	166452632	ENST00000448643.1	-	AL583804.1
chr1	166474744	166481565	ENST00000436045.1	+	FMO7P
chr1	166474878	166490096	ENST00000662326.1	-	LINC01675
chr1	166475873	166490307	ENST00000426519.2	-	LINC01675
chr1	166566177	166580705	ENST00000434461.1	+	FMO8P
chr1	166603915	166625238	ENST00000477875.6	+	FMO9P
chr1	166612469	166631400	ENST00000488458.1	+	FMO9P
chr1	166665884	166682196	ENST00000455032.1	+	FMO10P
chr1	166747378	166748660	ENST00000447259.2	+	RPL4P2
chr1	166763333	166792767	ENST00000424742.1	+	FMO11P
chr1	166796265	166797183	ENST00000443067.1	+	CNN2P10
chr1	166839446	166849208	ENST00000449930.5	+	POGK
chr1	166839474	166856359	ENST00000367876.9	+	POGK
chr1	166840088	166854473	ENST00000367875.1	+	POGK
chr1	166856509	166863216	ENST00000467021.1	-	TADA1
chr1	166856509	166876264	ENST00000367874.5	-	TADA1
chr1	166868747	166869209	ENST00000425573.2	+	DUTP6
chr1	166895710	166908080	ENST00000414590.1	-	ILDR2
chr1	166908063	166918454	ENST00000614979.1	-	ILDR2
chr1	166908186	166975540	ENST00000271417.8	-	ILDR2
chr1	166918865	166975482	ENST00000469934.6	-	ILDR2
chr1	166918865	166975482	ENST00000525740.5	-	ILDR2
chr1	166918865	166975482	ENST00000526687.1	-	ILDR2
chr1	166918865	166975482	ENST00000528703.5	-	ILDR2
chr1	166918865	166975482	ENST00000529071.5	-	ILDR2
chr1	166918865	166975482	ENST00000529387.5	-	ILDR2
chr1	166975581	167022213	ENST00000622874.4	+	MAEL
chr1	166989088	167022210	ENST00000367870.6	+	MAEL
chr1	166989279	167022214	ENST00000367872.9	+	MAEL
chr1	166989287	167017959	ENST00000447624.1	+	MAEL
chr1	166989924	167022214	ENST00000491055.5	+	MAEL
chr1	167005075	167005616	ENST00000487826.1	+	MAEL
chr1	167005958	167006077	ENST00000363166.1	+	RNA5SP65
chr1	167052550	167058542	ENST00000417644.1	+	AL158837.1
chr1	167052835	167078719	ENST00000527955.5	-	GPA33
chr1	167052835	167090377	ENST00000367868.4	-	GPA33
chr1	167063629	167166479	ENST00000632571.1	-	GPA33
chr1	167063689	167090326	ENST00000534512.1	-	GPA33
chr1	167094074	167129165	ENST00000361200.7	+	STYXL2
chr1	167094339	167128608	ENST00000271385.9	+	STYXL2
chr1	167094849	167129165	ENST00000443333.1	+	STYXL2
chr1	167125918	167129125	ENST00000485151.1	+	STYXL2
chr1	167162422	167162837	ENST00000450126.1	-	AL451050.1
chr1	167175362	167195748	ENST00000457941.6	-	LINC01363
chr1	167175916	167195789	ENST00000426709.5	-	LINC01363
chr1	167176073	167195480	ENST00000428030.5	-	LINC01363
chr1	167176346	167195792	ENST00000446687.1	-	LINC01363
chr1	167219830	167220512	ENST00000606967.1	-	AL451050.2
chr1	167220875	167365569	ENST00000559038.5	+	POU2F1
chr1	167220885	167374183	ENST00000557909.5	+	POU2F1
chr1	167220885	167427340	ENST00000367866.7	+	POU2F1
chr1	167220889	167427345	ENST00000271411.8	+	POU2F1
chr1	167220890	167371979	ENST00000442313.5	+	POU2F1
chr1	167220890	167396318	ENST00000560232.6	+	POU2F1
chr1	167220890	167427342	ENST00000429375.6	+	POU2F1
chr1	167220894	167383869	ENST00000492850.5	+	POU2F1
chr1	167220894	167427345	ENST00000367865.5	+	POU2F1
chr1	167220897	167427345	ENST00000541643.7	+	POU2F1
chr1	167251918	167415908	ENST00000648671.1	+	POU2F1
chr1	167329043	167427345	ENST00000367862.9	+	POU2F1
chr1	167329165	167413114	ENST00000420254.7	+	POU2F1
chr1	167357459	167387255	ENST00000470928.3	+	POU2F1
chr1	167371979	167427342	ENST00000443275.2	+	POU2F1
chr1	167379107	167381000	ENST00000607611.1	+	AL136984.1
chr1	167383473	167389617	ENST00000490100.1	+	POU2F1
chr1	167389676	167396825	ENST00000559648.1	+	POU2F1
chr1	167430639	167434066	ENST00000485089.5	-	CD247
chr1	167430639	167518529	ENST00000362089.10	-	CD247
chr1	167430639	167518529	ENST00000483825.5	-	CD247
chr1	167430639	167518610	ENST00000392122.3	-	CD247
chr1	167431160	167439621	ENST00000476733.5	-	CD247
chr1	167431172	167439640	ENST00000470379.1	-	CD247
chr1	167439872	167518610	ENST00000479979.1	-	CD247
chr1	167455194	167458646	ENST00000660512.1	+	AL359962.3
chr1	167457382	167458661	ENST00000417969.1	-	AL359962.1
chr1	167457741	167459891	ENST00000610044.1	-	AL359962.2
chr1	167519535	167520586	ENST00000457236.1	+	AKR1D1P1
chr1	167529116	167553805	ENST00000466652.2	-	CREG1
chr1	167541012	167553762	ENST00000370509.5	-	CREG1
chr1	167591391	167591846	ENST00000422817.2	+	AL031733.1
chr1	167627384	167630674	ENST00000451992.2	-	AL031733.2
chr1	167630092	167706248	ENST00000537350.5	+	RCSD1
chr1	167630192	167697287	ENST00000361496.3	+	RCSD1
chr1	167630231	167708696	ENST00000367854.8	+	RCSD1
chr1	167630248	167642006	ENST00000475127.5	+	RCSD1
chr1	167630260	167665040	ENST00000472038.1	+	RCSD1
chr1	167630265	167641741	ENST00000461790.1	+	RCSD1
chr1	167721191	167722014	ENST00000487858.1	+	MPZL1
chr1	167721949	167765896	ENST00000464954.1	+	MPZL1
chr1	167721981	167791919	ENST00000359523.7	+	MPZL1
chr1	167721983	167788753	ENST00000448405.5	+	MPZL1
chr1	167721988	167790819	ENST00000392121.7	+	MPZL1
chr1	167721992	167773909	ENST00000465787.5	+	MPZL1
chr1	167722151	167787844	ENST00000474859.5	+	MPZL1
chr1	167765057	167788012	ENST00000474729.5	+	MPZL1
chr1	167765569	167788173	ENST00000367853.3	+	MPZL1
chr1	167774555	167788385	ENST00000403379.3	+	MPZL1
chr1	167787066	167788154	ENST00000498279.1	+	MPZL1
chr1	167809385	167914134	ENST00000367851.9	-	ADCY10
chr1	167809387	167914215	ENST00000545172.5	-	ADCY10
chr1	167809645	167848489	ENST00000485964.5	-	ADCY10
chr1	167809677	167914102	ENST00000367848.1	-	ADCY10
chr1	167819897	167820248	ENST00000507585.1	-	Z99943.2
chr1	167820405	167821224	ENST00000451545.1	+	Z99943.1
chr1	167904609	167914089	ENST00000476818.2	-	ADCY10
chr1	167916674	167937072	ENST00000271373.9	-	MPC2
chr1	167916728	167936040	ENST00000367846.8	-	MPC2
chr1	167920010	167936805	ENST00000458574.1	-	MPC2
chr1	167935782	167987547	ENST00000450548.5	+	DCAF6
chr1	167936273	167991339	ENST00000470919.5	+	DCAF6
chr1	167936558	168075841	ENST00000432587.6	+	DCAF6
chr1	167936660	168075843	ENST00000367843.7	+	DCAF6
chr1	167936672	168024050	ENST00000470721.5	+	DCAF6
chr1	167936707	168075834	ENST00000312263.10	+	DCAF6
chr1	167936817	168075834	ENST00000367840.3	+	DCAF6
chr1	167937152	167993330	ENST00000455334.5	+	DCAF6
chr1	167968489	167991339	ENST00000491067.1	+	DCAF6
chr1	167998659	167998726	ENST00000408618.1	+	MIR1255B2
chr1	168015886	168019961	ENST00000460432.1	+	DCAF6
chr1	168042729	168075786	ENST00000489398.1	+	DCAF6
chr1	168045080	168063967	ENST00000478668.1	+	DCAF6
chr1	168055900	168056422	ENST00000443090.1	-	GCSHP5
chr1	168079542	168136707	ENST00000539777.5	-	GPR161
chr1	168079542	168137573	ENST00000271357.9	-	GPR161
chr1	168079542	168137573	ENST00000546300.5	-	GPR161
chr1	168079542	168137667	ENST00000537209.5	-	GPR161
chr1	168084758	168136386	ENST00000367838.5	-	GPR161
chr1	168085265	168089565	ENST00000478868.1	-	GPR161
chr1	168085268	168136383	ENST00000367836.5	-	GPR161
chr1	168085277	168137583	ENST00000367835.1	-	GPR161
chr1	168090445	168104909	ENST00000493800.1	-	GPR161
chr1	168118600	168135037	ENST00000485232.1	-	GPR161
chr1	168178961	168202109	ENST00000367833.7	+	TIPRL
chr1	168179054	168192395	ENST00000367830.3	+	TIPRL
chr1	168210615	168210969	ENST00000450455.1	+	RPL34P1
chr1	168215404	168215652	ENST00000451806.1	+	AL021397.1
chr1	168225937	168236770	ENST00000471981.1	+	SFT2D2
chr1	168225949	168239160	ENST00000367829.5	+	SFT2D2
chr1	168226003	168253021	ENST00000271375.7	+	SFT2D2
chr1	168226007	168243140	ENST00000630869.1	+	SFT2D2
chr1	168245564	168247343	ENST00000358576.4	-	ANKRD36BP1
chr1	168245787	168247204	ENST00000604892.1	-	ANKRD36BP1
chr1	168263374	168263481	ENST00000384153.1	-	RNU6-1310P
chr1	168280876	168314426	ENST00000367821.8	+	TBX19
chr1	168291159	168314424	ENST00000431969.5	+	TBX19
chr1	168297623	168313915	ENST00000441464.1	+	TBX19
chr1	168308016	168314424	ENST00000465440.1	+	TBX19
chr1	168317496	168376876	ENST00000636624.1	+	AL022100.1
chr1	168369053	168369601	ENST00000421214.1	+	AL022100.1
chr1	168375523	168375621	ENST00000385239.1	+	MIR557
chr1	168400828	168422656	ENST00000441851.1	-	AL023755.1
chr1	168401473	168495685	ENST00000636459.1	-	AL023755.1
chr1	168401482	168407274	ENST00000422548.1	-	AL022100.2
chr1	168401483	168495643	ENST00000650143.1	-	AL023755.1
chr1	168417662	168495642	ENST00000655809.1	-	AL023755.1
chr1	168449671	168451211	ENST00000400977.3	-	QRSL1P1
chr1	168464120	168495650	ENST00000660568.1	-	AL023755.1
chr1	168464213	168495644	ENST00000422253.1	-	AL023755.1
chr1	168484342	168495640	ENST00000655897.1	-	AL023755.1
chr1	168540767	168543997	ENST00000367819.3	-	XCL2
chr1	168542736	168543354	ENST00000449688.1	+	AL031736.1
chr1	168576604	168582069	ENST00000367818.4	+	XCL1
chr1	168578652	168579439	ENST00000426573.2	-	AL031736.2
chr1	168695467	168729206	ENST00000367817.4	-	DPT
chr1	168695873	169103276	ENST00000650631.1	-	AL135926.1
chr1	168763364	168774490	ENST00000457405.1	-	AL031275.1
chr1	168784011	168792886	ENST00000663134.1	+	LINC00626
chr1	168786722	168792886	ENST00000669234.1	+	LINC00626
chr1	168786753	168792886	ENST00000667346.1	+	LINC00626
chr1	168786753	168792886	ENST00000670921.1	+	LINC00626
chr1	168786938	168792886	ENST00000420691.1	+	LINC00626
chr1	168790071	168792886	ENST00000665467.1	+	LINC00626
chr1	168898135	168898439	ENST00000452524.1	+	SUMO1P2
chr1	168898632	168902836	ENST00000661054.1	+	AL135926.2
chr1	168903904	169087005	ENST00000366408.3	-	LINC00970
chr1	168938466	168938923	ENST00000440227.1	+	RPL29P7
chr1	169059575	169062441	ENST00000660116.1	+	AL031726.2
chr1	169067263	169067364	ENST00000517178.1	+	RNA5SP66
chr1	169104123	169104907	ENST00000415637.1	+	AL031726.1
chr1	169105696	169132722	ENST00000367816.5	+	ATP1B1
chr1	169106689	169132719	ENST00000367815.9	+	ATP1B1
chr1	169107906	169127399	ENST00000494797.1	+	ATP1B1
chr1	169132530	169190710	ENST00000530739.5	-	NME7
chr1	169132530	169230732	ENST00000493481.1	-	NME7
chr1	169132530	169367797	ENST00000367811.8	-	NME7
chr1	169132530	169367946	ENST00000472647.5	-	NME7
chr1	169132536	169367946	ENST00000525440.5	-	NME7
chr1	169169520	169310071	ENST00000483228.5	-	NME7
chr1	169230713	169367730	ENST00000528517.5	-	NME7
chr1	169230751	169367797	ENST00000480478.5	-	NME7
chr1	169283820	169367772	ENST00000524967.5	-	NME7
chr1	169287204	169324450	ENST00000469474.5	-	NME7
chr1	169298555	169367948	ENST00000485609.5	-	NME7
chr1	169298577	169303452	ENST00000472984.1	-	NME7
chr1	169298604	169367797	ENST00000491225.5	-	NME7
chr1	169303099	169367782	ENST00000527460.1	-	NME7
chr1	169310664	169322479	ENST00000432081.1	+	Z99758.1
chr1	169367969	169377383	ENST00000367807.7	+	BLZF1
chr1	169367969	169396540	ENST00000329281.6	+	BLZF1
chr1	169367971	169376894	ENST00000420531.1	+	BLZF1
chr1	169368194	169388305	ENST00000367808.8	+	BLZF1
chr1	169368236	169380562	ENST00000426663.1	+	BLZF1
chr1	169394869	169427417	ENST00000367806.7	-	CCDC181
chr1	169394869	169427474	ENST00000367805.7	-	CCDC181
chr1	169395046	169460669	ENST00000545005.5	-	CCDC181
chr1	169418785	169427474	ENST00000491570.2	-	CCDC181
chr1	169421362	169427462	ENST00000456107.1	-	CCDC181
chr1	169442637	169460452	ENST00000445428.5	-	CCDC181
chr1	169454390	169460421	ENST00000437857.2	-	CCDC181
chr1	169463908	169485944	ENST00000236137.10	-	SLC19A2
chr1	169463928	169485931	ENST00000367804.4	-	SLC19A2
chr1	169463931	169469197	ENST00000643377.1	-	SLC19A2
chr1	169464047	169485941	ENST00000646596.1	-	SLC19A2
chr1	169474059	169474159	ENST00000452472.2	-	AL021068.1
chr1	169486075	169500182	ENST00000392097.5	+	Z99572.1
chr1	169511950	169586481	ENST00000367797.9	-	F5
chr1	169514165	169515745	ENST00000495481.1	-	F5
chr1	169514165	169586588	ENST00000367796.3	-	F5
chr1	169588848	169619219	ENST00000426706.6	-	SELP
chr1	169588848	169630124	ENST00000263686.11	-	SELP
chr1	169589076	169591570	ENST00000466167.2	-	SELP
chr1	169589513	169630076	ENST00000367786.6	-	SELP
chr1	169590146	169630077	ENST00000458599.6	-	SELP
chr1	169590146	169630193	ENST00000367788.6	-	SELP
chr1	169603025	169630086	ENST00000367795.2	-	SELP
chr1	169662006	169853085	ENST00000498289.5	+	C1orf112
chr1	169690664	169711702	ENST00000650983.1	-	SELL
chr1	169690666	169711620	ENST00000236147.6	-	SELL
chr1	169691680	169703329	ENST00000497295.1	-	SELL
chr1	169701494	169711698	ENST00000463108.5	-	SELL
chr1	169703104	169704753	ENST00000460650.5	-	SELL
chr1	169703316	169708640	ENST00000479657.5	-	SELL
chr1	169704726	169710532	ENST00000466340.1	-	SELL
chr1	169722639	169734079	ENST00000333360.12	-	SELE
chr1	169722640	169733659	ENST00000367775.5	-	SELE
chr1	169722640	169733660	ENST00000367776.5	-	SELE
chr1	169722640	169733660	ENST00000367777.5	-	SELE
chr1	169725728	169733660	ENST00000367774.1	-	SELE
chr1	169731490	169732718	ENST00000461085.1	-	SELE
chr1	169733576	169764705	ENST00000609271.1	-	SELE
chr1	169762928	169764648	ENST00000454271.1	-	AL021940.1
chr1	169792528	169794689	ENST00000303469.6	-	METTL18
chr1	169792528	169794907	ENST00000310392.5	-	METTL18
chr1	169793141	169794963	ENST00000454472.1	-	METTL18
chr1	169794729	169804386	ENST00000472795.5	+	C1orf112
chr1	169795039	169854080	ENST00000359326.9	+	C1orf112
chr1	169795042	169804347	ENST00000496973.5	+	C1orf112
chr1	169795042	169807837	ENST00000481744.5	+	C1orf112
chr1	169795078	169821719	ENST00000466580.6	+	C1orf112
chr1	169795078	169854080	ENST00000459772.5	+	C1orf112
chr1	169795408	169854080	ENST00000286031.10	+	C1orf112
chr1	169795920	169853037	ENST00000413811.3	+	C1orf112
chr1	169849630	169893896	ENST00000367771.11	-	SCYL3
chr1	169853073	169888888	ENST00000367770.5	-	SCYL3
chr1	169853073	169893959	ENST00000367772.8	-	SCYL3
chr1	169854510	169894267	ENST00000423670.1	-	SCYL3
chr1	169859118	169893952	ENST00000470238.1	-	SCYL3
chr1	169859755	169860052	ENST00000476398.2	+	RN7SL333P
chr1	169915003	169915198	ENST00000673395.1	-	AL031297.1
chr1	169921325	170068917	ENST00000367765.5	-	KIFAP3
chr1	169921325	170074588	ENST00000367767.5	-	KIFAP3
chr1	169921328	170074695	ENST00000361580.7	-	KIFAP3
chr1	169921330	170074738	ENST00000538366.5	-	KIFAP3
chr1	169957941	169958246	ENST00000467795.3	-	RN7SL269P
chr1	169990066	169990196	ENST00000448483.2	+	MRPS10P1
chr1	170024076	170024683	ENST00000440321.1	+	AL356475.1
chr1	170024467	170032210	ENST00000474292.1	-	KIFAP3
chr1	170035508	170085208	ENST00000490550.1	-	KIFAP3
chr1	170115635	170116576	ENST00000455569.2	+	SIGLEC30P
chr1	170145958	170168866	ENST00000439373.3	+	METTL11B
chr1	170151377	170151462	ENST00000577602.1	+	MIR3119-2
chr1	170151377	170151462	ENST00000637673.1	-	MIR3119-1
chr1	170157968	170167563	ENST00000367764.3	+	METTL11B
chr1	170173864	170241571	ENST00000661719.1	+	LINC01681
chr1	170174364	170304358	ENST00000666308.1	+	LINC01681
chr1	170174366	170241562	ENST00000671647.1	+	LINC01681
chr1	170174366	170241564	ENST00000669113.1	+	LINC01681
chr1	170174366	170241571	ENST00000654909.1	+	LINC01681
chr1	170174366	170241571	ENST00000669101.1	+	LINC01681
chr1	170174366	170241571	ENST00000669112.1	+	LINC01681
chr1	170174386	170241569	ENST00000654877.1	+	LINC01681
chr1	170174402	170241287	ENST00000439184.1	+	LINC01681
chr1	170174591	170241564	ENST00000660112.1	+	LINC01681
chr1	170174614	170241564	ENST00000657208.1	+	LINC01681
chr1	170204620	170241564	ENST00000661826.1	+	LINC01681
chr1	170211009	170211457	ENST00000454451.1	-	ISCUP1
chr1	170234754	170241564	ENST00000657163.1	+	LINC01681
chr1	170271394	170284277	ENST00000440404.6	-	LINC01142
chr1	170271766	170284208	ENST00000451439.1	-	LINC01142
chr1	170369222	170370367	ENST00000406739.2	-	HAUS4P1
chr1	170460452	170517706	ENST00000416416.1	-	GORAB-AS1
chr1	170461316	170494540	ENST00000446102.1	-	GORAB-AS1
chr1	170462208	170532647	ENST00000456083.5	-	GORAB-AS1
chr1	170509110	170531304	ENST00000654034.1	-	GORAB-AS1
chr1	170509960	170532000	ENST00000421020.1	-	GORAB-AS1
chr1	170532130	170545789	ENST00000367762.2	+	GORAB
chr1	170532150	170553446	ENST00000498166.6	+	GORAB
chr1	170532165	170553834	ENST00000367763.8	+	GORAB
chr1	170536274	170539659	ENST00000465717.1	+	GORAB
chr1	170539061	170553446	ENST00000498600.2	+	GORAB
chr1	170544639	170552276	ENST00000475113.1	+	GORAB
chr1	170587248	170588236	ENST00000426090.1	-	AL162399.1
chr1	170598853	170647339	ENST00000413005.1	+	AL023495.1
chr1	170662727	170719903	ENST00000553786.1	+	PRRX1
chr1	170663133	170736508	ENST00000367760.7	+	PRRX1
chr1	170663936	170729021	ENST00000497230.2	+	PRRX1
chr1	170664130	170739421	ENST00000239461.11	+	PRRX1
chr1	170667380	170669425	ENST00000606154.1	+	Z97200.1
chr1	170722616	170736399	ENST00000476867.6	+	PRRX1
chr1	170722644	170736233	ENST00000495280.5	+	PRRX1
chr1	170730205	170736233	ENST00000485529.5	+	PRRX1
chr1	170730445	170736233	ENST00000496573.1	+	PRRX1
chr1	170748572	171251808	ENST00000669750.1	-	BX284613.2
chr1	170753701	171251808	ENST00000670085.1	-	BX284613.2
chr1	170757448	171251857	ENST00000664920.1	-	BX284613.2
chr1	170863238	171251832	ENST00000653116.1	-	BX284613.2
chr1	170935470	171064765	ENST00000367759.8	+	MROH9
chr1	170935525	170998806	ENST00000367758.7	+	MROH9
chr1	170992316	171015143	ENST00000426136.1	+	MROH9
chr1	171083564	171085205	ENST00000452221.1	+	BX284613.1
chr1	171090900	171100413	ENST00000530212.5	+	FMO3
chr1	171090904	171100735	ENST00000534514.1	+	FMO3
chr1	171090904	171117819	ENST00000367755.9	+	FMO3
chr1	171090916	171107737	ENST00000472784.5	+	FMO3
chr1	171090918	171110878	ENST00000479749.1	+	FMO3
chr1	171100761	171107753	ENST00000478457.1	+	FMO3
chr1	171101727	171101806	ENST00000408463.1	-	MIR1295A
chr1	171101738	171101798	ENST00000636144.1	+	MIR1295B
chr1	171137739	171161568	ENST00000367754.3	+	FMO6P
chr1	171137739	171161568	ENST00000639957.1	+	FMO6P
chr1	171138102	171146473	ENST00000639860.1	+	FMO6P
chr1	171138211	171161396	ENST00000236166.4	+	FMO6P
chr1	171154190	171161568	ENST00000633725.1	+	FMO6P
chr1	171185248	171193510	ENST00000462643.2	+	FMO2
chr1	171185299	171203989	ENST00000489354.3	+	FMO2
chr1	171185299	171209196	ENST00000529935.5	+	FMO2
chr1	171185299	171212686	ENST00000209929.10	+	FMO2
chr1	171185301	171186366	ENST00000493513.1	+	FMO2
chr1	171185523	171196720	ENST00000483192.2	+	FMO2
chr1	171199243	171224284	ENST00000422841.5	-	AL021026.1
chr1	171199246	171227725	ENST00000445909.5	-	AL021026.1
chr1	171199246	171227788	ENST00000445290.1	-	AL021026.1
chr1	171207542	171209207	ENST00000488431.1	+	FMO2
chr1	171247579	171251794	ENST00000455124.2	-	BX284613.2
chr1	171248470	171285978	ENST00000402921.6	+	FMO1
chr1	171248493	171285961	ENST00000617670.6	+	FMO1
chr1	171248498	171285978	ENST00000367750.7	+	FMO1
chr1	171253905	171254022	ENST00000383965.1	-	Y_RNA
chr1	171257737	171285977	ENST00000469112.5	+	FMO1
chr1	171257956	171285974	ENST00000354841.4	+	FMO1
chr1	171258089	171271621	ENST00000459868.1	+	FMO1
chr1	171270953	171271590	ENST00000413899.1	-	HMGB1P11
chr1	171275345	171283196	ENST00000472893.1	+	FMO1
chr1	171282257	171285521	ENST00000469711.1	+	FMO1
chr1	171314182	171342084	ENST00000367749.4	+	FMO4
chr1	171314207	171323192	ENST00000497228.5	+	FMO4
chr1	171314233	171337423	ENST00000475780.5	+	FMO4
chr1	171323105	171333147	ENST00000462992.1	+	FMO4
chr1	171334525	171342084	ENST00000480136.1	+	FMO4
chr1	171339298	171339959	ENST00000649925.1	+	TOP1P1
chr1	171345104	171345307	ENST00000599419.1	-	SRP14P4
chr1	171392228	171392790	ENST00000491764.2	+	GM2AP2
chr1	171444698	171444963	ENST00000455540.2	-	CYCSP53
chr1	171485550	171532775	ENST00000392078.7	+	PRRC2C
chr1	171485550	171532792	ENST00000476522.5	+	PRRC2C
chr1	171485550	171593511	ENST00000367742.7	+	PRRC2C
chr1	171485555	171593511	ENST00000338920.8	+	PRRC2C
chr1	171485595	171515859	ENST00000467601.1	+	PRRC2C
chr1	171509559	171515796	ENST00000463586.1	+	PRRC2C
chr1	171512031	171593511	ENST00000426496.6	+	PRRC2C
chr1	171522514	171524855	ENST00000480806.1	+	PRRC2C
chr1	171523348	171524870	ENST00000470689.1	+	PRRC2C
chr1	171541829	171593511	ENST00000495585.1	+	PRRC2C
chr1	171557537	171593506	ENST00000647382.1	+	PRRC2C
chr1	171557954	171593258	ENST00000644916.1	+	PRRC2C
chr1	171587072	171592223	ENST00000498596.5	+	PRRC2C
chr1	171587661	171591313	ENST00000492811.1	+	PRRC2C
chr1	171600620	171627747	ENST00000636697.1	+	MYOCOS
chr1	171604119	171626888	ENST00000636788.1	+	MYOCOS
chr1	171622215	171627747	ENST00000637642.1	+	MYOCOS
chr1	171622215	171638799	ENST00000637303.1	+	MYOCOS
chr1	171635416	171652629	ENST00000638471.1	-	MYOC
chr1	171635416	171652688	ENST00000037502.11	-	MYOC
chr1	171670516	171670939	ENST00000442087.2	-	PFN1P1
chr1	171683127	171684438	ENST00000428881.1	-	RPL4P3
chr1	171700159	171742065	ENST00000236192.12	-	VAMP4
chr1	171701091	171742060	ENST00000474047.5	-	VAMP4
chr1	171703949	171742074	ENST00000367740.2	-	VAMP4
chr1	171704504	171742065	ENST00000482519.1	-	VAMP4
chr1	171751542	171752025	ENST00000413827.1	-	Z98751.1
chr1	171755802	171756323	ENST00000604447.1	-	Z98751.3
chr1	171762073	171762524	ENST00000468716.2	+	Z98751.2
chr1	171768069	171768175	ENST00000517251.1	+	AL135931.1
chr1	171781659	171797716	ENST00000361735.4	+	EEF1AKNMT
chr1	171781663	171786080	ENST00000485629.1	+	EEF1AKNMT
chr1	171781681	171797717	ENST00000362019.7	+	EEF1AKNMT
chr1	171781695	171797717	ENST00000367737.9	+	EEF1AKNMT
chr1	171787824	171790925	ENST00000478330.1	+	EEF1AKNMT
chr1	171787862	171796903	ENST00000466643.1	+	EEF1AKNMT
chr1	171794393	171814023	ENST00000476386.1	+	EEF1AKNMT
chr1	171803516	171803939	ENST00000392075.3	+	AL031864.1
chr1	171824609	171824959	ENST00000498507.1	-	AL031864.2
chr1	171841497	172133392	ENST00000367733.6	+	DNM3
chr1	171841497	172412717	ENST00000627582.3	+	DNM3
chr1	171841499	172408354	ENST00000355305.9	+	DNM3
chr1	171841499	172412717	ENST00000367731.5	+	DNM3
chr1	171841528	172311284	ENST00000520906.5	+	DNM3
chr1	171864186	171864687	ENST00000450800.1	+	DNM3-IT1
chr1	171970121	172253578	ENST00000523513.1	+	DNM3
chr1	172138396	172144840	ENST00000417354.3	-	DNM3OS
chr1	172138797	172138907	ENST00000385214.1	-	MIR214
chr1	172138807	172138888	ENST00000636555.1	+	MIR3120
chr1	172138881	172144582	ENST00000648228.1	-	DNM3OS
chr1	172139954	172142654	ENST00000650013.1	-	DNM3OS
chr1	172140051	172144619	ENST00000648909.1	-	DNM3OS
chr1	172140218	172144741	ENST00000650189.1	-	DNM3OS
chr1	172140448	172144568	ENST00000650416.1	-	DNM3OS
chr1	172144534	172144644	ENST00000385289.1	-	MIR199A2
chr1	172210710	172213499	ENST00000661895.1	-	AL137157.1
chr1	172366539	172366646	ENST00000383957.1	+	RNU6-157P
chr1	172370188	172415326	ENST00000489002.5	-	PIGC
chr1	172376130	172380906	ENST00000465374.1	-	PIGC
chr1	172379017	172418466	ENST00000485254.2	+	DNM3
chr1	172380920	172415376	ENST00000475059.5	-	PIGC
chr1	172387187	172389222	ENST00000491124.1	+	DNM3
chr1	172393133	172444083	ENST00000484368.1	-	PIGC
chr1	172420684	172468829	ENST00000367727.9	+	C1orf105
chr1	172420733	172431287	ENST00000460397.2	+	C1orf105
chr1	172441456	172444069	ENST00000344529.5	-	PIGC
chr1	172441456	172444086	ENST00000367728.1	-	PIGC
chr1	172442330	172443946	ENST00000478184.1	-	PIGC
chr1	172445138	172465681	ENST00000488100.6	+	C1orf105
chr1	172451040	172468827	ENST00000367726.1	+	C1orf105
chr1	172452892	172468831	ENST00000367725.4	+	C1orf105
chr1	172532348	172611833	ENST00000367723.8	+	SUCO
chr1	172532472	172611831	ENST00000608151.5	+	SUCO
chr1	172533117	172611831	ENST00000616058.4	+	SUCO
chr1	172533149	172611833	ENST00000263688.4	+	SUCO
chr1	172533182	172610279	ENST00000610051.5	+	SUCO
chr1	172533382	172552152	ENST00000608566.1	+	SUCO
chr1	172553329	172570796	ENST00000608804.1	+	SUCO
chr1	172569026	172570513	ENST00000608673.1	+	SUCO
